"police_station_id","station_name","police_staff","inspector_id","inspector_name","age","joining_date","salary","no_of_cases","max_case_type","min_cases_type","avg_solving_day","station_pincode","station_zone","city","state"
"T1-103386","ST-170",16,"SI-12715","Emmie Carroll",59,"2001-01-07",125674,383,"robbery","Murder",12,"486051","NORTH","Jalandhar","Jharkhand"
"T1-103387","ST-171",28,"SI-12716","Alfred Rush",63,"2001-01-07",180292,385,"dowry demands","theft",7,"486053","CENTRAL","Tiruchirappalli","Karnataka"
"T1-103388","ST-172",22,"SI-12717","Finley Gillespie",40,"2001-01-08",141630,387,"robbery","cybercrime",10,"486055","EAST","Bhubaneswar","Kerala"
"T1-103389","ST-173",18,"SI-12718","Forest Olson",55,"2001-01-08",77777,389,"unfair dismissal","sedition",13,"486057","WEST","Salem","Madhya Pradesh"
"T1-103390","ST-174",15,"SI-12719","Isabel Pace",37,"2001-01-08",86249,391,"theft","Property dispute",15,"486059","SOUTH","Mysore","Maharashtra"
"T1-103391","ST-175",30,"SI-12720","Dior Buck",62,"2001-01-08",84970,393,"cybercrime","marriage affairs",12,"486061","NORTH","Thiruvananthapuram","Manipur"
"T1-103392","ST-176",37,"SI-12721","Harper Flowers",41,"2001-01-08",200115,395,"sedition","Divorce",10,"486063","CENTRAL","Tiruppur","Meghalaya"
"T1-103393","ST-177",32,"SI-12722","Saul Costa",43,"2001-01-08",192220,397,"Property dispute","Fraud",3,"486065","EAST","Gwalior","Mizoram"
"T1-103394","ST-178",33,"SI-12723","Robin Corona",38,"2001-01-08",182214,399,"Fraud","riots",11,"486067","WEST","Chandrapur","Nagaland"
"T1-103395","ST-179",28,"SI-12724","Darian Carey",60,"2001-01-08",202944,401,"riots","claims of negligence",7,"486069","SOUTH","Mumbai","Odisha"
"T1-103396","ST-180",32,"SI-12725","Mohammed Vazquez",62,"2001-01-08",70325,403,"marriage affairs","dowry demands",3,"486071","NORTH","Delhi","Punjab"
"T1-103397","ST-181",24,"SI-12726","Journee French",48,"2001-01-08",62405,405,"Divorce","robbery",3,"486073","CENTRAL","Bangalore","Rajasthan"
"T1-103398","ST-182",25,"SI-12727","Corey Roberson",64,"2001-01-08",135785,407,"claims of negligence","unfair dismissal",7,"486075","EAST","Hyderabad","Sikkim"
"T1-103399","ST-183",23,"SI-12728","Marilyn Nixon",49,"2001-01-08",205179,409,"appeal against HR","discrimination",9,"486077","WEST","Ahmedabad","Tamil Nadu"
"T1-103400","ST-184",14,"SI-12729","Cory Perez",43,"2001-01-08",72006,411,"Workplace harassment","appeal against HR",6,"486079","SOUTH","Chennai","Telangana"
"T1-103401","ST-185",36,"SI-12730","Eleanor Morrow",61,"2001-01-08",126218,413,"Murder","Workplace harassment",6,"486081","NORTH","Kolkata","Tripura"
"T1-103402","ST-186",25,"SI-12731","Kyree Parra",59,"2001-01-08",53325,415,"robbery","Murder",15,"486083","CENTRAL","Surat","Uttar Pradesh"
"T1-103403","ST-187",13,"SI-12732","Rosalee Bryan",53,"2001-01-08",56796,417,"dowry demands","theft",9,"486085","EAST","Pune","Uttarakhand"
"T1-103404","ST-188",32,"SI-12733","Jaxtyn Lloyd",38,"2001-01-08",186640,419,"robbery","cybercrime",8,"486087","WEST","Jaipur","West Bengal"
"T1-103405","ST-189",19,"SI-12734","Emely Liu",39,"2001-01-08",116061,421,"unfair dismissal","sedition",8,"486089","SOUTH","Lucknow","Andaman and Nicobar Islands"
"T1-103406","ST-190",24,"SI-12735","Pedro Stewart",58,"2001-01-08",64933,423,"theft","Property dispute",10,"486091","NORTH","Kanpur","Chandigarh"
"T1-103407","ST-191",31,"SI-12736","Adriana Park",53,"2001-01-08",134397,425,"cybercrime","marriage affairs",12,"486093","CENTRAL","Nagpur","Dadra and Nagar Haveli and Daman and Diu"
"T1-103408","ST-192",29,"SI-12737","Daxton Armstrong",49,"2001-01-08",144493,427,"sedition","Divorce",10,"486095","EAST","Indore","Lakshadweep"
"T1-103409","ST-193",24,"SI-12738","Presley Vincent",55,"2001-01-08",211875,429,"Property dispute","Fraud",7,"486097","WEST","Thane","Delhi"
"T1-103410","ST-194",21,"SI-12739","Aarav Stephenson",53,"2001-01-08",155191,431,"Fraud","riots",11,"486099","SOUTH","Bhopal","Puducherry"
"T1-103411","ST-195",38,"SI-12740","Oscar Guerrero",49,"2001-01-08",235246,433,"riots","claims of negligence",10,"486101","NORTH","Visakhapatnam","Ladakh"
"T1-103412","ST-196",26,"SI-12741","Margot Kaur",53,"2001-01-09",68620,435,"marriage affairs","dowry demands",14,"486103","CENTRAL","Vadodara","Jammu and Kashmir"
"T1-103413","ST-197",39,"SI-12742","Augustine Khan",37,"2001-01-09",170541,437,"Divorce","robbery",15,"486105","EAST","Firozabad","Maharashtra"
"T1-103414","ST-198",21,"SI-12743","Alexa Bass",59,"2001-01-09",210664,439,"claims of negligence","unfair dismissal",11,"486107","WEST","Ludhiana","Delhi"
"T1-103415","ST-199",30,"SI-12744","Landen Wright",59,"2001-01-09",200005,441,"appeal against HR","discrimination",6,"486109","SOUTH","Rajkot","Karnataka"
"T1-103416","ST-200",20,"SI-12745","Lily Hendricks",40,"2001-01-09",165056,443,"Workplace harassment","appeal against HR",9,"486111","NORTH","Agra","Andhra Pradesh"
"T1-103417","ST-201",28,"SI-12746","Dash Farley",49,"2001-01-09",148017,445,"Murder","Workplace harassment",7,"486113","CENTRAL","Siliguri","Arunachal Pradesh"
"T1-103418","ST-202",32,"SI-12747","Maggie Shepherd",39,"2001-01-09",85732,447,"robbery","Murder",15,"486115","EAST","Nashik","Assam"
"T1-103419","ST-203",13,"SI-12748","Ronald Jacobson",47,"2001-01-09",131709,449,"dowry demands","theft",8,"486117","WEST","Faridabad","Bihar"
"T1-103420","ST-204",25,"SI-12749","Royal Bennett",62,"2001-01-09",211764,451,"robbery","cybercrime",13,"486119","SOUTH","Patna","Chhattisgarh"
"T1-103421","ST-205",16,"SI-12750","Leonardo Fry",50,"2001-01-09",241798,453,"unfair dismissal","sedition",5,"486121","NORTH","Meerut","Goa"
"T1-103422","ST-206",12,"SI-12751","Chelsea McKee",43,"2001-01-09",103453,455,"theft","Property dispute",6,"486123","CENTRAL","Kalyan-Dombivli","Gujarat"
"T1-103423","ST-207",30,"SI-12752","Bjorn Webster",41,"2001-01-09",75453,457,"cybercrime","marriage affairs",12,"486125","EAST","Vasai-Virar","Haryana"
"T1-103424","ST-208",20,"SI-12753","Kensley Potts",45,"2001-01-09",201524,459,"sedition","Divorce",11,"486127","WEST","Varanasi","Himachal Pradesh"
"T1-103425","ST-209",37,"SI-12754","Phoebe Torres",40,"2001-01-09",106303,461,"Property dispute","Fraud",6,"486129","SOUTH","Srinagar","Jharkhand"
"T1-103426","ST-210",27,"SI-12755","Lina Ford",49,"2001-01-09",170510,463,"Fraud","riots",6,"486131","NORTH","Dhanbad","Karnataka"
"T1-103427","ST-211",35,"SI-12756","Luis Best",41,"2001-01-09",130851,465,"riots","claims of negligence",3,"486133","CENTRAL","Jodhpur","Kerala"
"T1-103428","ST-212",19,"SI-12757","Lexie Parrish",64,"2001-01-09",129324,467,"marriage affairs","dowry demands",11,"486135","EAST","Amritsar","Madhya Pradesh"
"T1-103429","ST-213",36,"SI-12758","Karsyn Wallace",41,"2001-01-09",174868,469,"Divorce","robbery",12,"486137","WEST","Raipur","Maharashtra"
"T1-103430","ST-214",32,"SI-12759","Annalise Strickland",47,"2001-01-09",192113,471,"claims of negligence","unfair dismissal",12,"486139","SOUTH","Allahabad","Manipur"
"T1-103431","ST-215",18,"SI-12760","Ruth Chung",53,"2001-01-09",248663,473,"appeal against HR","discrimination",3,"486141","NORTH","Coimbatore","Meghalaya"
"T1-103432","ST-216",26,"SI-12761","Jada Maynard",56,"2001-01-09",83723,475,"Workplace harassment","appeal against HR",9,"486143","CENTRAL","Jabalpur","Mizoram"
"T1-103433","ST-217",38,"SI-12762","Landry Mueller",59,"2001-01-09",208605,477,"Murder","Workplace harassment",8,"486145","EAST","Gwalior","Nagaland"
"T1-103434","ST-218",18,"SI-12763","Imani Christian",60,"2001-01-09",79431,479,"robbery","Murder",14,"486147","WEST","Vijayawada","Odisha"
"T1-103435","ST-219",29,"SI-12764","Ledger Ayala",41,"2001-01-09",230398,481,"dowry demands","theft",12,"486149","SOUTH","Madurai","Punjab"
"T1-103436","ST-220",40,"SI-12765","Lydia Moyer",51,"2001-01-10",189207,483,"robbery","cybercrime",7,"486151","NORTH","Guwahati","Rajasthan"
"T1-103437","ST-221",32,"SI-12766","Ahmir Swanson",40,"2001-01-10",78636,485,"unfair dismissal","sedition",13,"486153","CENTRAL","Chandigarh","Sikkim"
"T1-103438","ST-222",13,"SI-12767","Helen Gordon",39,"2001-01-10",74319,487,"theft","Property dispute",15,"486155","EAST","Hubli-Dharwad","Tamil Nadu"
"T1-103439","ST-223",18,"SI-12768","Karter McMahon",63,"2001-01-10",175749,489,"cybercrime","marriage affairs",11,"486157","WEST","Amroha","Telangana"
"T1-103440","ST-224",30,"SI-12769","Ava Thompson",62,"2001-01-10",53292,491,"sedition","Divorce",8,"486159","SOUTH","Moradabad","Tripura"
"T1-103441","ST-225",30,"SI-12770","Theodore Meyer",52,"2001-01-10",172264,493,"Property dispute","Fraud",12,"486161","NORTH","Gurgaon","Uttar Pradesh"
"T1-103442","ST-226",37,"SI-12771","Sara Browning",48,"2001-01-10",55549,495,"Fraud","riots",9,"486163","CENTRAL","Aligarh","Uttarakhand"
"T1-103443","ST-227",33,"SI-12772","Rohan Harrell",37,"2001-01-10",87065,497,"riots","claims of negligence",10,"486165","EAST","Solapur","West Bengal"
"T1-103444","ST-228",28,"SI-12773","Alaina Tapia",49,"2001-01-10",224952,499,"marriage affairs","dowry demands",11,"486167","WEST","Ranchi","Andaman and Nicobar Islands"
"T1-103445","ST-229",21,"SI-12774","Samir Love",52,"2001-01-10",94440,501,"Divorce","robbery",14,"486169","SOUTH","Jalandhar","Chandigarh"
"T1-103446","ST-230",23,"SI-12775","Avianna Wilkins",50,"2001-01-10",73471,503,"claims of negligence","unfair dismissal",10,"486171","NORTH","Tiruchirappalli","Dadra and Nagar Haveli and Daman and Diu"
"T1-103447","ST-231",26,"SI-12776","Yusuf Weeks",55,"2001-01-10",242982,505,"appeal against HR","discrimination",14,"486173","CENTRAL","Bhubaneswar","Lakshadweep"
"T1-103448","ST-232",37,"SI-12777","Jayden Drake",50,"2001-01-10",77857,507,"Workplace harassment","appeal against HR",11,"486175","EAST","Salem","Delhi"
"T1-103449","ST-233",15,"SI-12778","Jayleen Santos",57,"2001-01-10",140022,509,"Murder","Workplace harassment",9,"486177","WEST","Mysore","Puducherry"
"T1-103450","ST-234",12,"SI-12779","Walker Wyatt",45,"2001-01-10",155778,511,"robbery","Murder",14,"486179","SOUTH","Thiruvananthapuram","Ladakh"
"T1-103451","ST-235",15,"SI-12780","Winnie Clements",50,"2001-01-10",234322,513,"dowry demands","theft",15,"486181","NORTH","Tiruppur","Jammu and Kashmir"
"T1-103452","ST-236",24,"SI-12781","Fisher Vance",38,"2001-01-10",143644,515,"robbery","cybercrime",4,"486183","CENTRAL","Gwalior","Maharashtra"
"T1-103453","ST-237",39,"SI-12782","Maxine Farley",57,"2001-01-10",165496,517,"unfair dismissal","sedition",3,"486185","EAST","Chandrapur","Delhi"
"T1-103454","ST-238",20,"SI-12783","Graysen Patel",51,"2001-01-10",55122,519,"theft","Property dispute",9,"486187","WEST","Mumbai","Karnataka"
"T1-103455","ST-239",20,"SI-12784","Presley Lee",50,"2001-01-10",217783,521,"cybercrime","marriage affairs",10,"486189","SOUTH","Delhi","Andhra Pradesh"
"T1-103456","ST-240",36,"SI-12785","Jack Frederick",56,"2001-01-10",223822,523,"sedition","Divorce",6,"486191","NORTH","Bangalore","Arunachal Pradesh"
"T1-103457","ST-241",29,"SI-12786","Sariyah Hayes",42,"2001-01-10",151915,525,"Property dispute","Fraud",6,"486193","CENTRAL","Hyderabad","Assam"
"T1-103458","ST-242",18,"SI-12787","Legend Hernandez",59,"2001-01-10",79755,527,"Fraud","riots",14,"486195","EAST","Ahmedabad","Bihar"
"T1-103459","ST-243",17,"SI-12788","Harley Lowe",42,"2001-01-10",77238,529,"riots","claims of negligence",8,"486197","WEST","Chennai","Chhattisgarh"
"T1-103460","ST-244",32,"SI-12789","Julius Doyle",63,"2001-01-11",76378,531,"marriage affairs","dowry demands",6,"486199","SOUTH","Kolkata","Goa"
"T1-103461","ST-245",35,"SI-12790","Keegan Chandler",56,"2001-01-11",240829,533,"Divorce","robbery",13,"486201","NORTH","Surat","Gujarat"
"T1-103462","ST-246",37,"SI-12791","Wynter Yoder",39,"2001-01-11",76516,535,"claims of negligence","unfair dismissal",15,"486203","CENTRAL","Pune","Haryana"
"T1-103463","ST-247",16,"SI-12792","Johan Ray",47,"2001-01-11",124307,537,"appeal against HR","discrimination",12,"486205","EAST","Jaipur","Himachal Pradesh"
"T1-103464","ST-248",31,"SI-12793","Ira Horn",43,"2001-01-11",105399,539,"Workplace harassment","appeal against HR",9,"486207","WEST","Lucknow","Jharkhand"
"T1-103465","ST-249",40,"SI-12794","Nylah McKee",58,"2001-01-11",83447,541,"Murder","Workplace harassment",14,"486209","SOUTH","Kanpur","Karnataka"
"T1-103466","ST-250",37,"SI-12795","Bjorn Hendricks",62,"2001-01-11",248028,543,"robbery","Murder",6,"486211","NORTH","Nagpur","Kerala"
"T1-103467","ST-251",18,"SI-12796","Dani Barajas",55,"2001-01-11",233502,545,"dowry demands","theft",3,"486213","CENTRAL","Indore","Madhya Pradesh"
"T1-103468","ST-252",20,"SI-12797","Brennan Munoz",46,"2001-01-11",58013,547,"robbery","cybercrime",9,"486215","EAST","Thane","Maharashtra"
"T1-103469","ST-253",18,"SI-12798","Kiara Wheeler",45,"2001-01-11",246713,549,"unfair dismissal","sedition",14,"486217","WEST","Bhopal","Manipur"
"T1-103470","ST-254",30,"SI-12799","Kenneth Wall",43,"2001-01-11",185729,551,"theft","Property dispute",3,"486219","SOUTH","Visakhapatnam","Meghalaya"
"T1-103471","ST-255",40,"SI-12800","Jayda Keller",61,"2001-01-11",161868,553,"cybercrime","marriage affairs",9,"486221","NORTH","Vadodara","Mizoram"
"T1-103472","ST-256",13,"SI-12801","Nico Nielsen",64,"2001-01-11",164932,555,"sedition","Divorce",11,"486223","CENTRAL","Firozabad","Nagaland"
"T1-103473","ST-257",29,"SI-12802","Dilan Bowers",38,"2001-01-11",174494,557,"Property dispute","Fraud",10,"486225","EAST","Ludhiana","Odisha"
"T1-103474","ST-258",27,"SI-12803","Kaylani Dorsey",44,"2001-01-11",68860,559,"Fraud","riots",14,"486227","WEST","Rajkot","Punjab"
"T1-103475","ST-259",37,"SI-12804","Enoch Nolan",40,"2001-01-11",136459,561,"riots","claims of negligence",12,"486229","SOUTH","Agra","Rajasthan"
"T1-103476","ST-260",25,"SI-12805","Itzayana Hail",51,"2001-01-11",97087,563,"marriage affairs","dowry demands",8,"486231","NORTH","Siliguri","Sikkim"
"T1-103477","ST-261",35,"SI-12806","Hector Rogers",64,"2001-01-11",106826,565,"Divorce","robbery",11,"486233","CENTRAL","Nashik","Tamil Nadu"
"T1-103478","ST-262",31,"SI-12807","Halle Berg",56,"2001-01-11",139086,567,"claims of negligence","unfair dismissal",4,"486235","EAST","Faridabad","Telangana"
"T1-103479","ST-263",39,"SI-12808","Cayson Orr",49,"2001-01-11",230190,569,"appeal against HR","discrimination",14,"486237","WEST","Patna","Tripura"
"T1-103480","ST-264",31,"SI-12809","Alaiya Hodge",61,"2001-01-11",74797,571,"Workplace harassment","appeal against HR",12,"486239","SOUTH","Meerut","Uttar Pradesh"
"T1-103481","ST-265",34,"SI-12810","Reign Parrish",49,"2001-01-11",126442,573,"Murder","Workplace harassment",14,"486241","NORTH","Kalyan-Dombivli","Uttarakhand"
"T1-103482","ST-266",16,"SI-12811","Aleena Thornton",54,"2001-01-11",139415,575,"robbery","Murder",6,"486243","CENTRAL","Vasai-Virar","West Bengal"
"T1-103483","ST-267",17,"SI-12812","Malik Zhang",60,"2001-01-11",155200,577,"dowry demands","theft",8,"486245","EAST","Varanasi","Andaman and Nicobar Islands"
"T1-103484","ST-268",38,"SI-12813","Sarai Bowen",57,"2001-01-12",142305,579,"robbery","cybercrime",15,"486247","WEST","Srinagar","Chandigarh"
"T1-103485","ST-269",36,"SI-12814","Trevor Hudson",49,"2001-01-12",76595,581,"unfair dismissal","sedition",3,"486249","SOUTH","Dhanbad","Dadra and Nagar Haveli and Daman and Diu"
"T1-103486","ST-270",37,"SI-12815","Marlee Greene",63,"2001-01-12",165994,583,"theft","Property dispute",6,"486251","NORTH","Jodhpur","Lakshadweep"
"T1-103487","ST-271",34,"SI-12816","Griffin Hodge",55,"2001-01-12",107755,585,"cybercrime","marriage affairs",3,"486253","CENTRAL","Amritsar","Delhi"
"T1-103488","ST-272",38,"SI-12817","Coraline Arellano",44,"2001-01-12",172700,587,"sedition","Divorce",3,"486255","EAST","Raipur","Puducherry"
"T1-103489","ST-273",35,"SI-12818","Kellan Levy",50,"2001-01-12",162661,589,"Property dispute","Fraud",12,"486257","WEST","Allahabad","Ladakh"
"T1-103490","ST-274",17,"SI-12819","Amora Potter",59,"2001-01-12",221761,591,"Fraud","riots",11,"486259","SOUTH","Coimbatore","Jammu and Kashmir"
"T1-103491","ST-275",34,"SI-12820","Lucca Estrada",64,"2001-01-12",108230,593,"riots","claims of negligence",10,"486261","NORTH","Jabalpur","Maharashtra"
"T1-103492","ST-276",39,"SI-12821","Sawyer Pace",61,"2001-01-12",80182,595,"marriage affairs","dowry demands",12,"486263","CENTRAL","Gwalior","Delhi"
"T1-103493","ST-277",39,"SI-12822","Dior Lowe",56,"2001-01-12",117185,597,"Divorce","robbery",9,"486265","EAST","Vijayawada","Karnataka"
"T1-103494","ST-278",33,"SI-12823","Rose Cortez",38,"2001-01-12",221753,599,"claims of negligence","unfair dismissal",12,"486267","WEST","Madurai","Andhra Pradesh"
"T1-103495","ST-279",36,"SI-12824","Zayn Middleton",60,"2001-01-12",147288,601,"appeal against HR","discrimination",14,"486269","SOUTH","Guwahati","Arunachal Pradesh"
"T1-103496","ST-280",35,"SI-12825","Madalyn Keller",52,"2001-01-12",73210,603,"Workplace harassment","appeal against HR",4,"486271","NORTH","Chandigarh","Assam"
"T1-103497","ST-281",32,"SI-12826","Nico McDaniel",47,"2001-01-12",52768,605,"Murder","Workplace harassment",13,"486273","CENTRAL","Hubli-Dharwad","Bihar"
"T1-103498","ST-282",32,"SI-12827","Myla Schmidt",64,"2001-01-12",239373,607,"robbery","Murder",15,"486275","EAST","Amroha","Chhattisgarh"
"T1-103499","ST-283",36,"SI-12828","Zayden Torres",54,"2001-01-12",89309,609,"dowry demands","theft",10,"486277","WEST","Moradabad","Goa"
"T1-103500","ST-284",29,"SI-12829","Violet Potts",54,"2001-01-12",127239,611,"robbery","cybercrime",12,"486279","SOUTH","Gurgaon","Gujarat"
"T1-103501","ST-285",20,"SI-12830","Alfred Caldwell",46,"2001-01-12",71567,613,"unfair dismissal","sedition",8,"486281","NORTH","Aligarh","Haryana"
"T1-103502","ST-286",13,"SI-12831","Gabriella Finley",41,"2001-01-12",107556,615,"theft","Property dispute",10,"486283","CENTRAL","Solapur","Himachal Pradesh"
"T1-103503","ST-287",12,"SI-12832","Calum Lamb",43,"2001-01-12",133300,617,"cybercrime","marriage affairs",7,"486285","EAST","Ranchi","Jharkhand"
"T1-103504","ST-288",40,"SI-12833","Amaia Conrad",41,"2001-01-12",239040,619,"sedition","Divorce",3,"486287","WEST","Jalandhar","Karnataka"
"T1-103505","ST-289",16,"SI-12834","Ryleigh Brewer",43,"2001-01-12",85677,621,"Property dispute","Fraud",3,"486289","SOUTH","Tiruchirappalli","Kerala"
"T1-103506","ST-290",19,"SI-12835","Cruz Kaur",39,"2001-01-12",198785,623,"Fraud","riots",14,"486291","NORTH","Bhubaneswar","Madhya Pradesh"
"T1-103507","ST-291",40,"SI-12836","Holland Nguyen",64,"2001-01-12",168264,625,"riots","claims of negligence",10,"486293","CENTRAL","Salem","Maharashtra"
"T1-103508","ST-292",35,"SI-12837","Gabriel Simpson",45,"2001-01-13",93000,627,"marriage affairs","dowry demands",9,"486295","EAST","Mysore","Manipur"
"T1-103509","ST-293",25,"SI-12838","Amy Cano",62,"2001-01-13",188020,629,"Divorce","robbery",7,"486297","WEST","Thiruvananthapuram","Meghalaya"
"T1-103510","ST-294",35,"SI-12839","Terry Morton",59,"2001-01-13",213450,631,"claims of negligence","unfair dismissal",9,"486299","SOUTH","Tiruppur","Mizoram"
"T1-103511","ST-295",35,"SI-12840","Mallory Logan",58,"2001-01-13",176228,633,"appeal against HR","discrimination",11,"486301","NORTH","Gwalior","Nagaland"
"T1-103512","ST-296",15,"SI-12841","Rocco Lynch",56,"2001-01-13",182906,635,"Workplace harassment","appeal against HR",13,"486303","CENTRAL","Chandrapur","Odisha"
"T1-103513","ST-297",21,"SI-12842","Destiny Jarvis",40,"2001-01-13",128379,637,"Murder","Workplace harassment",13,"486305","EAST","Mumbai","Punjab"
"T1-103514","ST-298",14,"SI-12843","Marlon McMahon",49,"2001-01-13",201847,639,"robbery","Murder",6,"486307","WEST","Delhi","Rajasthan"
"T1-103515","ST-299",40,"SI-12844","Belen Robbins",38,"2001-01-13",230853,641,"dowry demands","theft",10,"486309","SOUTH","Bangalore","Sikkim"
"T1-103516","ST-300",26,"SI-12845","Finnegan Peters",38,"2001-01-13",200849,643,"robbery","cybercrime",9,"486311","NORTH","Hyderabad","Tamil Nadu"
"T1-103517","ST-301",35,"SI-12846","Leyla Curry",49,"2001-01-13",147858,645,"unfair dismissal","sedition",14,"486313","CENTRAL","Ahmedabad","Telangana"
